Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20,7/13/20,7/14/20,7/15/20,7/16/20,7/17/20,7/18/20,7/19/20,7/20/20,7/21/20,7/22/20,7/23/20,7/24/20,7/25/20,7/26/20,7/27/20,7/28/20,7/29/20,7/30/20,7/31/20,8/1/20,8/2/20,8/3/20,8/4/20,8/5/20,8/6/20,8/7/20,8/8/20
,Madagascar,-18.766947,46.869107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,17,19,23,26,26,39,43,57,57,59,70,70,72,82,88,93,93,93,102,106,106,108,110,111,117,120,121,121,121,121,121,122,123,124,128,128,128,128,132,135,149,149,151,158,193,193,193,193,186,186,212,230,238,283,304,322,326,371,405,448,488,527,542,586,612,656,698,758,771,826,845,908,957,975,1026,1052,1094,1138,1162,1203,1240,1252,1272,1290,1317,1378,1403,1443,1503,1596,1640,1724,1787,1829,1922,2005,2078,2138,2214,2303,2403,2512,2728,2941,3250,3472,3573,3782,4143,4578,4867,5080,5343,5605,6089,6467,6849,7049,7153,7548,8162,8381,8741,8866,9295,9690,10104,10317,10748,10868,11273,11528,11660,11895,12222,12526,12708,12922
,Malaysia,4.210483999999999,101.975766,0,0,0,3,4,4,4,7,8,8,8,8,8,10,12,12,12,16,16,18,18,18,19,19,22,22,22,22,22,22,22,22,22,22,22,22,23,23,25,29,29,36,50,50,83,93,99,117,129,149,149,197,238,428,566,673,790,900,1030,1183,1306,1518,1624,1796,2031,2161,2320,2470,2626,2766,2908,3116,3333,3483,3662,3793,3963,4119,4228,4346,4530,4683,4817,4987,5072,5182,5251,5305,5389,5425,5482,5532,5603,5691,5742,5780,5820,5851,5945,6002,6071,6176,6298,6353,6383,6428,6467,6535,6589,6656,6726,6742,6779,6819,6855,6872,6894,6941,6978,7009,7059,7137,7185,7245,7417,7604,7619,7629,7732,7762,7819,7857,7877,7970,8247,8266,8303,8322,8329,8336,8338,8369,8402,8445,8453,8494,8505,8515,8529,8535,8556,8572,8587,8590,8596,8600,8606,8616,8634,8637,8639,8640,8643,8648,8658,8663,8668,8674,8677,8683,8696,8704,8718,8725,8729,8734,8737,8755,8764,8779,8800,8815,8831,8840,8861,8884,8897,8904,8943,8956,8964,8976,8985,8999,9001,9002,9023,9038,9063,9070
,Maldives,3.2028,73.2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,8,9,10,13,13,13,13,13,13,13,13,13,13,13,13,16,16,17,17,18,19,19,19,19,19,19,19,19,19,19,19,20,20,20,22,25,28,35,52,69,83,86,108,129,177,214,226,250,278,468,491,519,527,541,573,617,648,744,790,835,897,904,955,982,1031,1078,1094,1106,1143,1186,1216,1274,1313,1371,1395,1438,1457,1513,1591,1672,1773,1829,1841,1850,1872,1883,1901,1903,1916,1942,1962,1976,2003,2013,2035,2065,2094,2120,2137,2150,2187,2203,2217,2238,2261,2277,2283,2305,2324,2337,2361,2382,2400,2410,2435,2468,2491,2501,2517,2553,2617,2664,2731,2762,2801,2831,2899,2913,2930,2966,2999,3044,3103,3120,3175,3252,3302,3369,3506,3567,3719,3793,3949,4164,4293,4446,4594,4680,4769,4898
,Malta,35.9375,14.3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,6,6,12,18,21,30,38,38,53,64,73,90,107,110,129,134,139,149,151,156,169,188,196,202,213,227,241,293,299,337,350,370,378,384,393,399,412,422,426,427,431,443,444,445,447,448,448,450,458,463,465,467,468,477,480,482,484,486,489,490,496,503,506,508,522,532,546,553,558,569,584,599,600,609,610,611,611,612,616,616,618,618,619,620,622,622,625,627,629,630,632,635,640,645,646,649,650,656,662,663,663,664,665,665,665,665,668,670,670,670,670,670,671,671,672,672,672,672,673,673,674,674,674,674,674,674,674,674,674,675,677,677,677,679,680,686,686,700,701,708,720,814,824,845,860,874,890,926,946,995,1035
,Mauritania,21.0079,-10.9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,15,20,29,40,62,81,131,141,173,200,227,237,262,268,292,346,423,483,530,588,668,745,784,883,947,1049,1104,1162,1283,1439,1572,1682,1783,1887,2057,2223,2424,2621,2813,2984,3121,3292,3519,3739,3907,4025,4149,4237,4363,4472,4606,4705,4827,4879,4948,5024,5087,5126,5203,5275,5355,5446,5518,5564,5659,5710,5813,5873,5923,5985,6027,6067,6116,6151,6171,6208,6249,6273,6295,6310,6319,6323,6382,6418,6444,6444,6498,6510
,Mauritius,-20.348404,57.552152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,14,28,36,42,48,81,94,102,107,128,143,161,169,186,196,227,244,268,273,314,318,319,324,324,324,324,324,324,325,328,328,328,329,331,331,331,332,334,334,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,334,334,334,334,334,335,335,335,335,335,335,335,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,340,340,341,341,341,341,341,341,341,341,341,341,341,341,342,342,342,342,342,342,342,342,342,343,343,343,343,343,343,343,343,343,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344,344
,Mexico,23.6345,-102.5528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,5,5,6,6,7,7,7,8,12,26,41,53,82,93,118,164,203,251,316,367,405,475,585,717,848,993,1094,1215,1378,1510,1688,1890,2143,2439,2785,3181,3441,3844,4219,4661,5014,5399,5847,6297,6875,7497,8261,8772,9501,10544,11633,12872,13842,14677,15529,16752,17799,19224,20739,22088,23471,24905,26025,27634,29616,31522,33460,35022,36327,38324,40186,42595,45032,47144,49219,51633,54346,56594,59567,62527,65856,68620,71105,74560,78023,81400,84627,87512,90664,93435,97326,101238,105680,110026,113619,117103,120102,124301,129184,133974,139196,142690,146837,150264,154863,159793,165455,170485,175202,180545,185122,191410,196847,202951,208392,212802,216852,220657,226089,231770,238511,245251,252165,256848,261750,268008,275003,282283,289174,295268,299750,304435,311486,317635,324041,331298,338913,344224,349396,356255,362274,370712,378285,385036,390516,395489,402697,408449,416179,424637,434193,439046,443813,449961,456100,462690,469407,475902
,Moldova,47.4116,28.3699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,6,12,23,23,30,30,49,66,80,94,109,125,149,177,199,231,263,298,353,423,505,591,752,864,965,1056,1174,1289,1438,1560,1662,1712,1934,2049,2154,2264,2378,2472,2548,2614,2778,2926,3110,3304,3408,3481,3638,3771,3897,3980,4052,4121,4248,4363,4476,4605,4728,4867,4927,4995,5154,5406,5553,5745,5934,6060,6138,6340,6553,6704,6847,6994,7093,7147,7305,7537,7725,7896,8098,8251,8360,8548,8795,9018,9247,9511,9700,9807,10025,10321,10727,11093,11459,11740,11879,12254,12732,13106,13556,13953,14200,14363,14714,15078,15453,15776,16080,16250,16357,16613,16898,17150,17445,17672,17814,17906,18141,18471,18666,18924,19208,19382,19439,19708,20040,20264,20494,20794,20980,21115,21442,21798,22105,22483,22828,23034,23154,23521,23947,24343,24733,25113,25362,25482,25814,26222,26628,26990,27443
,Monaco,43.7333,7.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,7,7,7,7,11,11,23,23,23,31,33,42,42,46,49,52,55,60,64,66,73,77,79,81,84,90,92,93,93,93,93,93,94,94,94,94,94,94,94,94,94,94,95,95,95,95,95,95,95,95,95,95,95,95,96,96,96,96,96,96,96,96,96,97,97,97,97,97,98,98,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,101,101,102,102,102,103,103,103,103,103,106,106,106,108,108,108,108,108,108,109,109,109,109,109,109,109,109,109,109,111,112,114,116,116,116,116,117,120,120,120,120,120,121,123,125,125,128,131
,Mongolia,46.8625,103.8467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,5,6,6,6,10,10,10,10,10,11,11,12,12,12,12,14,14,14,14,14,15,15,16,16,16,16,16,17,30,30,31,31,31,32,33,34,35,36,37,37,38,38,38,38,38,38,39,39,40,41,41,41,42,42,42,42,42,42,98,98,135,136,140,140,140,140,141,141,141,141,141,148,161,179,179,179,185,185,185,186,191,193,193,194,194,194,197,197,197,197,197,197,201,204,204,206,213,215,215,216,219,219,219,220,220,220,220,220,220,220,220,225,227,227,227,227,230,230,243,261,261,262,287,287,287,287,287,287,288,288,288,288,289,291,291,291,291,293,293,293,293,293,293,293,293
,Montenegro,42.708678000000006,19.37439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,14,14,21,27,47,52,69,82,84,85,91,109,123,144,174,201,214,233,241,248,252,255,263,272,274,283,288,303,303,307,308,312,313,315,316,319,320,321,321,321,322,322,322,322,322,323,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,324,325,326,326,333,337,355,359,362,367,378,389,414,439,469,481,501,548,576,616,663,720,781,841,907,960,1019,1019,1164,1221,1287,1287,1287,1287,1965,2072,2188,2188,2381,2472,2569,2665,2747,2799,2893,2949,3016,3016,3073,3198,3258,3301,3361,3411,3480,3549,3588
,Morocco,31.7917,-7.0926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,3,5,6,7,17,28,29,38,49,63,77,96,115,143,170,225,275,345,402,479,556,617,654,708,791,919,1021,1120,1184,1275,1374,1448,1545,1661,1763,1888,2024,2283,2564,2685,2855,3046,3209,3446,3568,3758,3897,4065,4120,4252,4321,4423,4569,4729,4903,5053,5219,5408,5548,5711,5910,6063,6281,6418,6512,6607,6652,6741,6870,6952,7023,7133,7211,7332,7406,7433,7532,7577,7601,7643,7714,7780,7807,7833,7866,7922,8003,8071,8151,8224,8302,8437,8508,8537,8610,8692,8793,8885,8931,8997,9074,9613,9839,9977,10172,10344,10907,11338,11633,11877,12052,12290,12533,12636,12969,13288,13822,14215,14379,14607,14771,15079,15328,15542,15745,15936,16097,16262,16545,16726,17015,17236,17562,17742,17962,18264,18834,19645,20278,20887,21387,22213,23259,24322,25015,25537,26196,27217,28500,29644,30662,32007
,Namibia,-22.9576,18.4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,3,4,7,7,8,8,8,11,11,11,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,18,19,20,21,21,21,22,22,23,23,24,25,25,25,25,25,29,29,31,31,31,31,31,32,32,32,34,36,39,45,46,55,63,72,76,102,121,136,183,196,205,285,293,350,375,412,485,539,593,615,668,668,785,861,864,960,1032,1078,1203,1247,1344,1366,1402,1522,1618,1687,1775,1843,1917,1986,2052,2129,2224,2294,2406,2470,2540,2652,2802,2802
,Nepal,28.1667,84.25,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,5,5,5,5,5,6,6,9,9,9,9,9,9,9,9,12,14,16,16,16,30,31,31,31,43,45,48,49,49,52,52,54,57,57,59,59,75,75,82,99,101,102,110,110,134,217,250,249,267,291,295,375,402,427,457,516,584,603,682,772,886,1042,1212,1401,1572,1811,2099,2300,2634,2912,3235,3448,3762,4086,4364,4614,5062,5335,5760,6211,6591,7177,7848,8274,8605,9026,9561,10099,10728,11162,11755,12309,12772,13248,13564,14046,14519,15259,15491,15784,15964,16168,16423,16531,16649,16719,16801,16945,17061,17177,17344,17445,17502,17658,17844,17994,18094,18241,18374,18483,18613,18752,19063,19273,19547,19771,20086,20332,20750,21009,21390,21750,22214,22592
Aruba,Netherlands,12.5211,-69.9683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,4,5,5,9,9,12,17,28,33,46,50,50,55,55,60,62,64,64,71,74,77,82,86,92,92,92,92,93,95,96,96,97,97,97,100,100,100,100,100,100,100,100,100,100,100,100,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,103,103,103,104,104,105,105,105,105,105,105,105,105,105,105,106,106,108,111,111,113,115,117,117,117,118,119,119,119,119,119,120,121,121,122,124,132,171,263,396,509
Curacao,Netherlands,12.1696,-68.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,3,3,3,3,4,6,6,6,8,8,8,11,11,11,11,11,11,11,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,18,18,18,18,18,19,19,19,20,21,21,21,21,21,21,21,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,25,25,25,25,25,25,26,26,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,31,31,31
Sint Maarten,Netherlands,18.0425,-63.0548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,6,6,6,16,18,23,23,25,37,40,40,43,50,50,50,50,52,53,57,57,64,67,67,67,71,73,73,73,74,74,75,75,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,78,78,78,78,78,78,78,78,78,78,78,78,78,79,79,79,79,79,79,81,84,93,114,114,114,115,126,128,128,146,150,150,156,176,176,177
,Netherlands,52.1326,5.2913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,10,18,24,38,82,128,188,265,321,382,503,503,804,959,1135,1413,1705,2051,2460,2994,3631,4204,4749,5560,6412,7431,8603,9762,10866,11750,12595,13614,14697,15723,16627,17851,18803,19580,20549,21762,23097,24413,25587,26551,27419,28153,29214,30449,31589,32655,33405,34134,34842,35729,36535,37190,37845,38245,38416,38802,39316,39791,40236,40571,40770,41087,41319,41774,42093,42382,42627,42788,42984,43211,43481,43681,43870,43995,44141,44249,44447,44700,44888,45064,45236,45445,45578,45768,45950,46126,46257,46442,46545,46647,46733,46942,47152,47335,47574,47739,47903,48087,48251,48461,48640,48783,48948,49087,49204,49319,49426,49502,49593,49658,49722,49804,49914,50005,50074,50147,50223,50273,50335,50412,50487,50548,50621,50657,50694,50746,50798,50840,50921,51022,51093,51146,51252,51351,51454,51581,51725,51910,52073,52241,52404,52595,52732,53005,53151,53374,53621,53963,54301,54732,55098,55470,55955,56381,56982,57501,57987
,New Zealand,-40.9006,174.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,4,5,5,5,5,5,5,5,6,8,8,12,20,28,39,52,102,102,155,205,283,368,451,514,589,647,708,797,868,950,1039,1106,1160,1210,1239,1283,1312,1330,1349,1366,1386,1401,1409,1422,1431,1440,1445,1451,1456,1461,1470,1469,1472,1474,1476,1479,1485,1487,1487,1486,1488,1489,1490,1492,1494,1497,1497,1497,1497,1498,1498,1499,1499,1499,1503,1503,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1504,1506,1506,1507,1507,1509,1511,1513,1515,1516,1519,1520,1522,1526,1528,1528,1528,1530,1530,1530,1533,1534,1536,1537,1540,1542,1543,1544,1544,1545,1547,1548,1549,1550,1553,1554,1555,1555,1555,1556,1556,1556,1556,1557,1559,1560,1560,1562,1565,1567,1567,1569,1569,1569,1569,1569
,Nicaragua,12.865416,-85.207229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,4,4,4,5,5,5,5,5,6,6,6,6,7,7,8,9,9,9,9,9,9,9,10,10,10,10,11,11,12,13,13,13,13,14,14,14,15,15,16,16,16,16,16,16,16,25,25,25,25,25,25,25,254,254,279,279,279,279,279,759,759,759,759,759,759,759,1118,1118,1118,1118,1118,1118,1118,1464,1464,1464,1464,1464,1464,1464,1823,1823,1823,1823,1823,1823,1823,2170,2170,2170,2170,2170,2170,2170,2519,2519,2519,2519,2519,2519,2519,2846,2846,2846,2846,2846,2846,2846,3147,3147,3147,3147,3147,3147,3147,3439,3439,3439,3439,3439,3439,3439,3672,3672,3672,3672,3672,3672,3672,3902,3902,3902,3902,3902
,Niger,17.607789,8.081666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,7,10,10,10,18,27,27,74,98,120,144,184,253,278,342,410,438,491,529,529,570,584,584,627,639,648,648,657,662,671,681,684,696,701,709,713,719,728,736,750,755,763,770,781,795,815,821,832,854,860,876,885,889,904,909,914,920,924,937,943,945,951,952,952,955,955,956,958,958,960,961,963,966,970,973,973,974,974,974,978,980,980,980,1016,1020,1020,1020,1035,1036,1046,1051,1051,1056,1059,1062,1074,1075,1075,1075,1081,1082,1082,1088,1093,1094,1097,1097,1099,1099,1099,1099,1099,1100,1102,1102,1104,1104,1105,1113,1122,1124,1124,1124,1136,1132,1132,1132,1134,1134,1136,1147,1152,1152,1152,1153,1153,1157
,Nigeria,9.082,8.6753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,8,8,12,22,30,40,44,51,65,70,89,111,131,135,174,184,210,214,232,238,254,276,288,305,318,323,343,373,407,442,493,542,627,665,665,873,981,1095,1182,1273,1337,1532,1728,1932,2170,2388,2558,2802,2950,3145,3526,3912,4151,4399,4641,4787,4971,5162,5450,5621,5959,6175,6401,6677,7016,7261,7526,7839,8068,8344,8733,8915,9302,9855,10162,10578,10819,11166,11516,11844,12233,12486,12801,13464,13873,14554,15181,15682,16085,16658,17148,17735,18480,19147,19808,20244,20919,21371,22020,22614,23298,24077,24567,25133,25694,26484,27110,27564,28167,28711,29286,29789,30249,30748,31323,31987,32558,33153,33616,34259,34854,35454,36107,36663,37225,37801,38344,38948,39539,39977,40532,41180,41804,42208,42689,43151,43537,43841,44129,44433,44890,45244,45687,46140
,North Macedonia,41.6086,21.7453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,7,7,7,14,14,14,18,26,35,48,67,85,115,136,148,177,201,219,241,259,285,329,354,384,430,483,555,570,599,617,663,711,760,828,854,908,974,1081,1117,1170,1207,1225,1231,1259,1300,1326,1367,1386,1399,1421,1442,1465,1494,1506,1511,1518,1526,1539,1572,1586,1622,1642,1664,1674,1694,1723,1740,1762,1792,1817,1839,1858,1898,1921,1941,1978,1999,2014,2039,2077,2129,2164,2226,2315,2391,2492,2611,2790,2915,3025,3152,3239,3364,3538,3701,3895,4057,4157,4299,4482,4664,4820,5005,5106,5196,5311,5445,5595,5758,5906,6080,6209,6334,6454,6625,6787,6932,7046,7124,7244,7406,7572,7777,7975,8111,8197,8332,8530,8623,8786,9026,9153,9249,9412,9547,9669,9797,9934,10086,10213,10315,10503,10617,10754,10891,11054,11128,11202,11289,11399,11554,11754
,Norway,60.472,8.4689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,15,19,25,32,56,87,108,147,176,205,400,598,702,996,1090,1221,1333,1463,1550,1746,1914,2118,2385,2621,2863,3084,3369,3755,4015,4284,4445,4641,4863,5147,5370,5550,5687,5865,6086,6086,6211,6314,6409,6525,6603,6623,6740,6896,6937,7036,7078,7156,7191,7338,7401,7463,7499,7527,7599,7660,7710,7738,7783,7809,7847,7904,7955,7996,8034,8070,8099,8105,8132,8157,8175,8196,8219,8237,8249,8257,8267,8281,8309,8332,8346,8352,8364,8383,8401,8411,8422,8437,8440,8446,8455,8477,8504,8522,8531,8547,8561,8576,8594,8608,8620,8628,8631,8647,8660,8692,8708,8726,8742,8745,8751,8772,8788,8788,8832,8846,8855,8862,8879,8896,8902,8921,8926,8930,8936,8947,8950,8965,8974,8977,8981,8984,9001,9011,9015,9025,9028,9028,9034,9053,9059,9085,9092,9111,9117,9132,9150,9172,9208,9240,9253,9268,9334,9362,9409,9468,9551,9599
,Oman,21.512583,55.92325500000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,4,6,6,6,12,15,16,16,16,16,16,18,18,18,19,19,22,22,24,39,48,48,52,55,66,84,99,109,131,152,167,179,192,210,231,252,277,298,331,371,419,457,484,546,599,727,813,910,1019,1069,1180,1266,1410,1508,1614,1716,1790,1905,1998,2049,2131,2274,2348,2447,2483,2568,2637,2735,2903,2958,3112,3224,3399,3573,3721,4019,4341,4625,5029,5186,5379,5671,6043,6370,6794,7257,7770,7770,8118,8373,9009,9820,10423,11437,12223,12799,13537,14316,15086,16016,16882,17486,18198,18887,19954,21071,22077,23481,24524,25269,26079,26818,27670,28566,29471,31076,32394,33536,34902,36034,36953,38150,39060,40070,41194,42555,43929,45106,46178,47735,48997,50207,51725,53614,54697,56015,58179,59568,61247,62574,64193,65504,66661,68400,69887,71547,72646,73791,74858,76005,77058,77904,78569,79159,79159,79159,79159,79159,79159,80286,80713,81067,81357
,Pakistan,30.3753,69.3451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,5,5,5,6,6,6,6,16,19,20,28,31,53,136,236,299,454,501,730,776,875,972,1063,1201,1373,1495,1597,1717,1938,2118,2421,2686,2818,3157,3766,4035,4263,4489,4695,5011,5230,5496,5837,6383,6919,7025,7638,8348,8418,9565,10076,11155,11940,12723,13328,13915,14612,15525,16817,18114,19103,20084,20941,22049,24073,24644,26435,28736,30334,32081,34336,35298,35788,38799,38799,40151,42125,43966,45898,48091,50694,52437,54601,56349,57705,59151,61227,64028,66457,69496,72460,76398,80463,85264,89249,93983,98943,103671,108317,113702,119536,125933,125933,132405,144478,148921,154760,160118,165062,171666,176617,181088,185034,188926,192970,195745,198883,202955,206512,209337,213470,217809,221896,221896,225283,231818,234509,237489,240848,243599,246351,248872,251625,253604,255769,257914,257914,261917,263496,265083,266096,267428,269191,270400,271887,273113,273113,274289,275225,276288,277402,278305,278305,279699,280461,280461,281136,281863,282645,283487
